rule,says,support,confidence,lift
desc_len_low & has_description & uploaded_image,human,0.05589099652685012,0.8609053497942385,1.3135369004890898
fav_number_high & text_n_urls_low,human,0.1695965802831953,0.8608624898291294,1.3134715063714462
custom_sidebar_colour & fav_number_high & text_n_urls_low,human,0.11947635586427999,0.8596693579392541,1.3116510707511122
fav_number_high & favs_per_day_high & text_n_urls_low,human,0.13555971146139462,0.8588354773188898,1.3103787671631357
fav_number_high & has_description & text_n_urls_low,human,0.15821533529254608,0.8582608695652174,1.3095020523327119
desc_len_low & has_description,human,0.05594442960192359,0.8574938574938575,1.3083317742538354
fav_number_high & has_location & text_n_urls_low,human,0.12113278119155757,0.8574130105900151,1.3082084210983314
custom_link_colour & fav_number_high & text_n_urls_low,human,0.11327811915575742,0.8569118835893291,1.3074438204283627
has_location & text_len_low & uploaded_image,human,0.0990114881111408,0.8539170506912442,1.3028744173884426
custom_link_colour & text_len_low,human,0.085973817793214,0.8535809018567639,1.3023615341797927
custom_link_colour & text_len_low & uploaded_image,human,0.08592038471814054,0.8535031847133758,1.3022429562947033
has_location & text_len_low,human,0.09927865348650815,0.8526847177604406,1.3009941702989278
custom_link_colour & custom_sidebar_colour & text_len_low,human,0.08212663638792413,0.8515235457063712,1.2992224977902118
favs_per_day_high & link_default & text_n_urls_low,human,0.06855463531926262,0.8513603185136032,1.298973451898099
has_description & text_len_low & uploaded_image,human,0.13550627838632112,0.8512923799932863,1.2988697938671412
sidebar_default & text_len_low & uploaded_image,human,0.062302965535666575,0.8510948905109489,1.2985684718663304
custom_link_colour & has_description & text_len_low,human,0.0785466203580016,0.8506944444444444,1.2979574863670127
text_len_low & uploaded_image,human,0.15356665776115416,0.850044365572316,1.2969656205515976
favs_per_day_high & location_missing & text_n_urls_low,human,0.05268501202244189,0.85,1.2968979292352847
favs_per_day_high & text_n_urls_low & timezone_missing,human,0.056799358803099116,0.8497202238209433,1.2964710572973221
has_description & has_location & text_len_low,human,0.09222548757681004,0.8494094488188976,1.2959968885248385
custom_sidebar_colour & text_len_low & uploaded_image,human,0.09126369222548758,0.8493286921929389,1.2958736731119236
custom_link_colour & has_location & text_len_low,human,0.062089233235372694,0.8487947406866325,1.2950589900497578
account_age_days_high & custom_link_colour & text_n_urls_low,human,0.08901950307240182,0.8487009679062659,1.2949159150795506
fav_number_high & link_default & uploaded_image,human,0.06946299759551162,0.8485639686684073,1.29470688681145
custom_sidebar_colour & text_len_low,human,0.09131712530056105,0.8485600794438928,1.2947009527794273
account_age_days_high & text_n_urls_low & uploaded_image,human,0.12081218274111676,0.8471337579617835,1.2925247252775787
favs_per_day_high & sidebar_default & text_n_urls_low,human,0.06433342238845846,0.8460997891777935,1.290947134718931
custom_sidebar_colour & has_description & text_len_low,human,0.08367619556505478,0.8460291734197732,1.290839391859698
favs_per_day_high & text_n_urls_low & uploaded_image,human,0.1652150681271707,0.8459644322845417,1.290740612278265
fav_number_high & link_default,human,0.06973016297087897,0.845755022683085,1.290421103009452
link_default & text_len_low & uploaded_image,human,0.06764627304301363,0.8456913827655311,1.2903240036244021
fav_number_high & location_missing & uploaded_image,human,0.056478760352658294,0.8455999999999999,1.2901845752486547
account_age_days_high & has_description & text_n_urls_low,human,0.11172855997862677,0.8455317428224828,1.2900804310225638
fav_number_high & favs_per_day_high & link_default,human,0.05899011488111141,0.844682478959449,1.288784656263337
account_age_days_high & text_n_urls_low,human,0.12123964734170452,0.8441220238095238,1.2879295349417283
custom_sidebar_colour & has_location & text_len_low,human,0.0658829815655891,0.8439425051334701,1.287655632119101
favs_per_day_high & text_n_urls_low,human,0.16574939887790544,0.8438520130576714,1.2875175627241418
fav_number_high & location_missing,human,0.056585626502805235,0.8438247011952191,1.2874758913148971
account_age_days_high & has_location & text_n_urls_low,human,0.0986374565856265,0.8436928702010968,1.2872747485580898
account_age_days_high & custom_sidebar_colour & text_n_urls_low,human,0.09660699973283463,0.8436770881941204,1.2872506689673051
fav_number_high & has_description & link_default,human,0.06401282393801763,0.8436619718309859,1.2872276049907796
location_missing & text_len_low & uploaded_image,human,0.054555169650013356,0.8431048720066061,1.2863776030982907
fav_number_high & link_default & sidebar_default,human,0.05615816190221747,0.842822774659182,1.2859471896092118
custom_sidebar_colour & favs_per_day_high & text_n_urls_low,human,0.10141597648944697,0.8424323124722592,1.285351437136665
fav_number_high & sidebar_default & uploaded_image,human,0.06139460325941758,0.8423753665689149,1.2852645512259289
text_len_low & timezone_missing & uploaded_image,human,0.053112476623029654,0.8416596104995765,1.2841724776210317
favs_per_day_high & has_description & text_n_urls_low,human,0.15297889393534597,0.8413164854540112,1.283648950372723
favs_per_day_high & has_location & text_n_urls_low,human,0.11306438685546354,0.8410174880763116,1.2831927514550932
desc_len_low & text_n_urls_low & uploaded_image,human,0.10339300026716537,0.8405734144222415,1.2825152006287504
fav_number_high & favs_per_day_high & uploaded_image,human,0.1667111942292279,0.840064620355412,1.2817389018385403
custom_sidebar_colour & fav_number_high & favs_per_day_high,human,0.11359871760619823,0.8396524486571879,1.2811100258127566
fav_number_high & favs_per_day_high & has_location,human,0.12043815121560246,0.8394785847299814,1.280844750792565
fav_number_high & sidebar_default,human,0.06166176863478493,0.8392727272727274,1.280530661251353
fav_number_high & favs_per_day_high,human,0.16703179267966872,0.8389694041867956,1.2800678623313126
custom_link_colour & location_missing & text_n_urls_low,human,0.06449372161367886,0.8387769284225156,1.2797741900723447
custom_link_colour & favs_per_day_high & text_n_urls_low,human,0.0971947635586428,0.8386353158137391,1.2795581228969612
fav_number_high & uploaded_image,human,0.20908362276248998,0.8386198028289755,1.2795344537701188
fav_number_high & has_description & sidebar_default,human,0.05631846112743789,0.8378378378378378,1.2783413610904235
fav_number_high,human,0.2094042212129308,0.837572130797179,1.2779359553129956
fav_number_high & favs_per_day_high & sidebar_default,human,0.053433075073470476,0.8375209380234505,1.2778578473103601
favs_per_day_high & has_location & link_default,human,0.05060112209457654,0.8373121131741821,1.2775392302343729
custom_sidebar_colour & fav_number_high & uploaded_image,human,0.1476890195030724,0.8370684433676558,1.277167448037313
custom_link_colour & text_n_urls_low & tweet_count_high,human,0.06224953246059311,0.8369252873563219,1.2769490259965404
custom_sidebar_colour & fav_number_high,human,0.14774245257814586,0.836864406779661,1.2768561367097144
fav_number_high & has_location & uploaded_image,human,0.15260486240983168,0.8360655737704917,1.2756373074445422
custom_link_colour & fav_number_high & favs_per_day_high,human,0.1080416777985573,0.8358825961140968,1.2753581270402186
fav_number_high & favs_per_day_high & has_description,human,0.1565589099652685,0.8357102110667427,1.2750951084391073
fav_number_high & has_location,human,0.15281859471012557,0.8352803738317757,1.2744392790038874
custom_link_colour & custom_sidebar_colour & fav_number_high,human,0.13417045150948437,0.8347739361702128,1.2736665755279255
fav_number_high & has_description & uploaded_image,human,0.19577878706919583,0.834434069687998,1.2731480200726304
custom_sidebar_colour & location_missing & text_n_urls_low,human,0.06908896606999733,0.8341935483870968,1.272781041746659
custom_link_colour & fav_number_high & uploaded_image,human,0.13962062516697835,0.833758774728781,1.2721176805029462
fav_number_high & has_description,human,0.19593908629441625,0.8335985451238918,1.271873208217319
custom_link_colour & fav_number_high,human,0.13967405824205184,0.833545918367347,1.271792912297807
custom_sidebar_colour & fav_number_high & has_description,human,0.13962062516697835,0.8319006685768863,1.269282652243309
fav_number_high & has_description & has_location,human,0.14613946032594174,0.8313069908814589,1.2683768412152703
custom_sidebar_colour & fav_number_high & has_location,human,0.11306438685546354,0.8301294625343273,1.266580212891728
favs_per_day_high & link_default & uploaded_image,human,0.08399679401549559,0.8299894403379092,1.2663665723075144
custom_link_colour & custom_sidebar_colour & text_n_urls_low,human,0.2461661768634785,0.8293429342934293,1.2653801577777215
custom_link_colour & text_n_urls_low & uploaded_image,human,0.257013091103393,0.8291673849336321,1.2651123111880749
custom_sidebar_colour & text_n_urls_low & tweet_count_high,human,0.06684477691691157,0.8290258449304174,1.2648963547915182
custom_link_colour & text_n_urls_low,human,0.25722682340368686,0.8288567493112946,1.264638355075891
custom_link_colour & fav_number_high & has_description,human,0.13192626235639862,0.8288016112789528,1.2645542275465191
custom_link_colour & fav_number_high & has_location,human,0.10761421319796954,0.828125,1.2635218795858472
favs_per_day_high & timezone_missing & uploaded_image,human,0.07010419449639327,0.8277602523659306,1.262965361407826
custom_sidebar_colour & desc_len_low & uploaded_image,human,0.058829815655890995,0.8265765765765766,1.2611593535488856
favs_per_day_high & has_description & link_default,human,0.07592839967940156,0.8261627906976745,1.260528014667127
custom_sidebar_colour & text_n_urls_low & uploaded_image,human,0.2735773443761689,0.8259396676883368,1.2601875819979802
favs_per_day_high & link_default,human,0.0845311247662303,0.825678496868476,1.259789097415093
custom_link_colour & has_description & text_n_urls_low,human,0.2385252471279722,0.8255964490475309,1.2596639119455848
custom_link_colour & has_location & text_n_urls_low,human,0.19273310179000802,0.8255893797207599,1.2596531258335253
favs_per_day_high & has_location & uploaded_image,human,0.14288004274646005,0.8255634455078726,1.259613556390008
custom_sidebar_colour & text_n_urls_low,human,0.27379107667646274,0.8252536640360768,1.2591409035084933
account_age_days_high & fav_number_high & uploaded_image,human,0.05263157894736842,0.8249581239530988,1.2586899796007047
custom_sidebar_colour & favs_per_day_high & uploaded_image,human,0.12620892332353728,0.8247206703910616,1.2583276819149452
custom_sidebar_colour & favs_per_day_high,human,0.12626235639861075,0.8244940683879972,1.2579819411284339
favs_per_day_high & has_location,human,0.14320064119690087,0.8243617348508151,1.2577800316103869
favs_per_day_high & uploaded_image,human,0.20502270905690623,0.8242749731471536,1.2576476538764862
account_age_days_high & fav_number_high,human,0.05263157894736842,0.8235785953177256,1.2565851468588973
favs_per_day_high & timezone_missing,human,0.0705850921720545,0.82356608478803,1.256566058764714
favs_per_day_high & sidebar_default & uploaded_image,human,0.07881378573336896,0.8235622557230599,1.2565602165218543
custom_sidebar_colour & desc_len_low,human,0.059043547956184876,0.8227848101265822,1.2553740193640133
favs_per_day_high & link_default & sidebar_default,human,0.07379107667646273,0.8225134008338296,1.2549599133054885
account_age_days_high & fav_number_high & has_description,human,0.0504942559444296,0.8224543080939948,1.254869751832636
favs_per_day_high,human,0.2056104728827144,0.8223979482795469,1.2547837601542249
custom_link_colour & custom_sidebar_colour & favs_per_day_high,human,0.11552230830884318,0.8223659186002282,1.2547348904780102
custom_sidebar_colour & has_description & text_n_urls_low,human,0.2545017365749399,0.8223411602209945,1.2546971150771167
custom_sidebar_colour & has_location & text_n_urls_low,human,0.2047021106064654,0.8222794591113972,1.2546029738520952
favs_per_day_high & has_description & timezone_missing,human,0.06315789473684211,0.8214037526059764,1.2532668539068033
favs_per_day_high & location_missing & uploaded_image,human,0.06214266631044617,0.8213276836158193,1.2531507907117283
custom_link_colour & desc_len_low & uploaded_image,human,0.055463531926262355,0.8212025316455697,1.2529598385575442
favs_per_day_high & has_description & uploaded_image,human,0.19016831418648142,0.8211813567143516,1.2529275306464285
custom_link_colour & custom_sidebar_colour & desc_len_low,human,0.05316590969810313,0.820957095709571,1.2525853616667717
has_description & text_n_urls_low & uploaded_image,human,0.4052898744322736,0.8204434829637642,1.2518017107179886
custom_link_colour & favs_per_day_high & uploaded_image,human,0.12102591504141064,0.82035494386092,1.2516666210954768
custom_sidebar_colour & favs_per_day_high & has_location,human,0.09585893668180603,0.8203017832647462,1.2515855106636007
custom_link_colour & favs_per_day_high,human,0.1210793481164841,0.820123054650742,1.2513128132878393
favs_per_day_high & has_description & location_missing,human,0.05407427197435213,0.8200972447325772,1.2512734334885198
custom_sidebar_colour & favs_per_day_high & has_description,human,0.11952978893935345,0.8200146627565982,1.2511474330254146
has_location & text_n_urls_low & uploaded_image,human,0.3071333155223083,0.8199714693295294,1.2510815301240945
favs_per_day_high & has_description,human,0.1903820464867753,0.8198343304187758,1.2508722887483605
favs_per_day_high & has_description & has_location,human,0.13630777451242318,0.8197300771208226,1.250713222999853
favs_per_day_high & has_description & sidebar_default,human,0.07085225754742186,0.819530284301607,1.250408386654539
has_description & text_len_low & text_n_urls_low,human,0.11958322201442693,0.8194800439399488,1.2503317318063054
has_location & text_n_urls_low & tweet_count_high,human,0.06492118621426664,0.8192852326365476,1.250034496069867
favs_per_day_high & sidebar_default,human,0.07934811648410366,0.8190843905129619,1.249728058735536
has_location & text_n_urls_low,human,0.3078813785733369,0.8183496662405909,1.2486070441621278
text_n_urls_low & uploaded_image,human,0.4629975955116217,0.818147483712586,1.2482985616893079
favs_per_day_high & location_missing,human,0.062409831685813516,0.8179271708683473,1.2479624166640406
custom_link_colour & favs_per_day_high & has_location,human,0.09259951910232433,0.8174528301886792,1.2472386855520246
custom_link_colour & desc_len_low,human,0.055677264226556236,0.8172549019607843,1.2469366941297961
has_description & has_location & text_n_urls_low,human,0.28800427464600586,0.8164192668888215,1.2456617136657668
custom_link_colour & favs_per_day_high & has_description,human,0.11445364680737377,0.8156892612338158,1.2445478985806997
desc_len_low & has_location & uploaded_image,human,0.05674592572802565,0.8150422102839601,1.2435606526548437
location_missing & text_n_urls_low & uploaded_image,human,0.15586427998931338,0.8145769338173694,1.2428507513771456
text_n_urls_low & timezone_missing & tweets_per_day_low,human,0.053326208923323536,0.813365933170334,1.2410030522813307
text_n_urls_low & tweets_per_day_low & uploaded_image,human,0.11199572535399412,0.8127181077937184,1.2400146247643438
fav_number_high & tweet_count_high,human,0.059951910232433875,0.8118668596237337,1.2387158224244397
fav_number_high & tweet_count_high & uploaded_image,human,0.059951910232433875,0.8118668596237337,1.2387158224244397
fav_number_high & has_description & tweet_count_high,human,0.05808175260486241,0.8111940298507463,1.2376892441428924
has_location & sidebar_default & text_n_urls_low,human,0.10317926796687149,0.8106633081444165,1.2368794889876695
desc_len_low & has_location,human,0.05711995725353994,0.8092354277062831,1.2347008828895394
has_location & text_n_urls_low & timezone_missing,human,0.08121827411167512,0.808940926024481,1.2342515433350858
sidebar_default & text_n_urls_low & uploaded_image,human,0.18942025113545286,0.8071493624772313,1.231518043270943
has_description & text_len_low,human,0.13588030991183542,0.8070453824182798,1.2313593944201946
has_location & link_default & text_n_urls_low,human,0.11514827678332888,0.8065119760479043,1.230545543105864
text_n_urls_low & timezone_missing & uploaded_image,human,0.15500935078813785,0.8065054211843203,1.2305355419423247
link_default & text_n_urls_low & uploaded_image,human,0.20598450440822869,0.8048016701461378,1.2279360228913232
has_description & text_n_urls_low,human,0.4061448036334491,0.8045088907705334,1.2274893111666831
text_n_urls_low & tweet_count_high & uploaded_image,human,0.08805770772107935,0.8039024390243903,1.2265640099740311
link_default & text_n_urls_low & tweets_per_day_low,human,0.06358535933742987,0.8035111411208643,1.2259669823966228
desc_missing & text_n_urls_low & uploaded_image,human,0.057707721079348115,0.8023774145616641,1.2242371851884515
sidebar_default & text_n_urls_low & tweets_per_day_low,human,0.060165642532727756,0.8008534850640113,1.2219120310592673
text_n_urls_low & tweets_per_day_low,human,0.11365215068127171,0.8008283132530121,1.221873624859785
custom_sidebar_colour & text_n_urls_low & tweets_per_day_low,human,0.05348650814854395,0.8008,1.2218304255666068
has_description & text_n_urls_low & tweets_per_day_low,human,0.0888592038471814,0.7999037999037999,1.2204630372737335
custom_link_colour & text_n_urls_low & tweets_per_day_low,human,0.050066791343841836,0.7974468085106383,1.2167142525090981
has_location & text_n_urls_low & tweets_per_day_low,human,0.06705850921720545,0.793299620733249,1.210386629873044
text_n_urls_low & tweet_count_low & tweets_per_day_low,human,0.08394336094042212,0.7847152847152847,1.1972889738665053
text_n_urls_low & tweet_count_low & uploaded_image,human,0.11082019770237778,0.7823462844209733,1.1936744426005639
text_n_urls_low & timezone_missing & tweet_count_low,human,0.06796687149345444,0.7818070067609095,1.1928516330939527
desc_len_low & uploaded_image,human,0.1375901683141865,0.778415961305925,1.1876777038839383
location_missing & text_n_urls_low & tweet_count_low,human,0.05225754742185413,0.7774244833068362,1.1861649441617024
has_description & location_missing & text_n_urls_low,human,0.11814052898744323,0.7768798313422347,1.1853339347440015
has_description & link_default & text_n_urls_low,human,0.16761955650547689,0.7762929967829745,1.184438564714933
has_description & sidebar_default & text_n_urls_low,human,0.15164306705850922,0.776258205689278,1.1843854817768495
link_default & text_n_urls_low & tweet_count_low,human,0.07443227357734437,0.7760445682451252,1.1840595218251688
text_len_high & text_n_urls_low & uploaded_image,human,0.09799625968474486,0.7754756871035942,1.1831915444434833
sidebar_default & text_n_urls_low & tweet_count_low,human,0.0720277851990382,0.7729357798165137,1.179316249736349
location_missing & tweets_per_day_low & uploaded_image,human,0.061074004808976755,0.7717758271438218,1.177546437713731
has_description & text_n_urls_low & timezone_missing,human,0.12385786802030457,0.7711244178310047,1.176552541962111
has_description & text_len_high & text_n_urls_low,human,0.08768367619556505,0.7704225352112676,1.175481635943166
text_n_urls_low & tweet_count_low,human,0.11290408763024312,0.7689228529839884,1.173193477384261
has_description & text_n_urls_low & tweet_count_low,human,0.08602725086828747,0.7684964200477327,1.1725428420995694
text_len_high & text_n_urls_low,human,0.09906492118621427,0.7670666115018617,1.1703612941674013
has_location & text_len_high & text_n_urls_low,human,0.0700507614213198,0.7666666666666667,1.169751073427904
custom_link_colour & desc_len_high & text_n_urls_low,human,0.05979161100721347,0.7659137577002053,1.1686023133343668
account_age_days_low & favs_per_day_high & uploaded_image,human,0.05690622495324606,0.7656362329259525,1.1681788765049081
custom_link_colour & text_len_high & text_n_urls_low,human,0.05268501202244189,0.764934057408844,1.1671075235942048
custom_sidebar_colour & text_len_high & text_n_urls_low,human,0.056371894202511354,0.7644927536231884,1.1664341989285807
desc_len_high & has_location & text_n_urls_low,human,0.08255410098851189,0.7618343195266272,1.162378060487594
has_location & text_n_urls_low & tweet_count_low,human,0.06064654020838899,0.761744966442953,1.1622417289238436
account_age_days_low & favs_per_day_high,human,0.057226823403686886,0.7611940298507462,1.1614011306584637
custom_sidebar_colour & desc_len_high & text_n_urls_low,human,0.06422655623831151,0.7583596214511041,1.1570764972654015
sidebar_default & timezone_missing & tweets_per_day_low,human,0.05797488645471547,0.7576815642458101,1.1560419431648734
account_age_days_low & favs_per_day_high & has_description,human,0.0514026182206786,0.7574803149606298,1.1557348845987436
link_default & timezone_missing & tweets_per_day_low,human,0.05925728025647876,0.7569965870307167,1.1549968307744876
desc_len_low & timezone_missing & uploaded_image,human,0.06647074539139727,0.7566909975669099,1.1545305739005969
has_description & text_n_urls_low & tweet_count_high,human,0.07988244723483837,0.7561962569549824,1.1537757173416352
timezone_missing & tweets_per_day_low & uploaded_image,human,0.07443227357734437,0.7558328811720022,1.1532212922822453
desc_len_low & location_missing & uploaded_image,human,0.08084424258616084,0.7546134663341646,1.1513607551315743
has_description & link_default & text_len_low,human,0.057333689553833826,0.7540407589599438,1.1504869398284159
desc_len_high & text_n_urls_low & uploaded_image,human,0.09735506278386322,0.7538270583367811,1.1501608834805852
desc_len_high & text_n_urls_low,human,0.0977290943093775,0.7532948929159802,1.1493489255602942
desc_len_high & has_description & text_n_urls_low,human,0.0977290943093775,0.7532948929159802,1.1493489255602942
desc_len_low & link_default & uploaded_image,human,0.08212663638792413,0.7519569471624266,1.1473075384106322
has_description & sidebar_default & text_len_low,human,0.052204114346780656,0.7515384615384615,1.146669028835179
location_missing & tweets_per_day_low,human,0.06321132781191557,0.7487341772151899,1.1423903576212522
custom_link_colour & custom_sidebar_colour & location_missing,human,0.07881378573336896,0.7460799190692969,1.1383405906882351
desc_len_low & sidebar_default & uploaded_image,human,0.07876035265829548,0.7459514170040485,1.1381445270855022
location_missing & tweet_count_low & tweets_per_day_low,human,0.05193694897141331,0.7442572741194488,1.1355596677927184
custom_link_colour & location_missing & uploaded_image,human,0.08266096713865884,0.7430355427473584,1.133695596161488
location_missing & tweet_count_low & uploaded_image,human,0.06903553299492386,0.7429557216791259,1.1335738081872528
text_n_urls_low & tweets_per_day_high & uploaded_image,human,0.06903553299492386,0.742528735632184,1.1329223289871453
custom_link_colour & has_description & location_missing,human,0.07047822602190756,0.7401795735129069,1.1293380660601706
custom_link_colour & location_missing,human,0.08276783328880577,0.7400860009555661,1.129195296582702
custom_sidebar_colour & location_missing & uploaded_image,human,0.08912636922254875,0.7383798140770252,1.1265920610183864
timezone_missing & tweets_per_day_low,human,0.07667646273043013,0.736652977412731,1.1239573187900913
custom_sidebar_colour & location_missing,human,0.0892332353726957,0.7360070515645659,1.1229717895019447
sidebar_default & tweets_per_day_low & uploaded_image,human,0.08367619556505478,0.7355565993424144,1.1222845064970883
account_age_days_high & uploaded_image,human,0.1817258883248731,0.7328162034044388,1.1181033137709173
custom_sidebar_colour & has_description & location_missing,human,0.07608869890462196,0.7325102880658435,1.1176365596895697
account_age_days_high & custom_link_colour & uploaded_image,human,0.13246059310713332,0.732132309509746,1.1170598542699246
account_age_days_high & custom_link_colour,human,0.13256745925728025,0.7316425833087585,1.1163126485099801
account_age_days_high & custom_link_colour & custom_sidebar_colour,human,0.12989580550360674,0.7313477737665464,1.1158628392337286
desc_missing & uploaded_image,human,0.08169917178733636,0.7305303392259914,1.1146156284538098
desc_len_low & desc_missing & uploaded_image,human,0.08169917178733636,0.7305303392259914,1.1146156284538098
account_age_days_high,human,0.1824205183008282,0.7296430861295148,1.1132618911555414
location_missing & timezone_missing & tweet_count_low,human,0.051082019770237776,0.7292143401983219,1.1126077267904446
account_age_days_high & has_description & uploaded_image,human,0.16799358803099118,0.7289589612798516,1.112218079272169
desc_len_low & tweet_count_low,human,0.05215068127170719,0.7289021657953697,1.1121314228648578
sidebar_default & timezone_missing & tweet_count_low,human,0.07715736040609138,0.7281896116994453,1.1110442347101843
link_default & tweets_per_day_low & uploaded_image,human,0.09035532994923857,0.7279380111924235,1.110660352149536
account_age_days_high & has_description,human,0.16820732033128508,0.7275248440027734,1.1100299572404944
account_age_days_high & has_location & uploaded_image,human,0.15217739780924391,0.7274584929757343,1.1099287213468831
account_age_days_high & custom_link_colour & has_description,human,0.12487309644670051,0.7271313005600498,1.1094295035041035
timezone_missing & tweet_count_low & uploaded_image,human,0.09388191290408764,0.726934215970211,1.1091287992729904
has_location & sidebar_default & timezone_missing,human,0.07502003740315255,0.7263321262286601,1.1082101534623654
link_default & timezone_missing & tweet_count_low,human,0.07785199038204649,0.726321036889332,1.108193233766823
account_age_days_high & has_description & tweet_count_high,human,0.05145605129575207,0.7262443438914027,1.108076218484233
has_description & timezone_missing & tweets_per_day_low,human,0.053433075073470476,0.7262164124909223,1.1080336018072405
account_age_days_high & tweet_count_high & uploaded_image,human,0.053112476623029654,0.7260774287801315,1.1078215457052145
account_age_days_high & has_location,human,0.15244456318461128,0.7257695242940728,1.1073517566577185
account_age_days_high & custom_sidebar_colour & uploaded_image,human,0.14539139727491318,0.7254065582511331,1.1067979567642228
account_age_days_high & custom_link_colour & has_location,human,0.11365215068127171,0.7247018739352641,1.1057227760230286
custom_link_colour & custom_sidebar_colour & uploaded_image,human,0.3483836494790275,0.7246054678817514,1.1055756833040093
account_age_days_low & has_description & text_n_urls_low,human,0.07277584825006679,0.7244680851063829,1.105366069848847
account_age_days_high & custom_sidebar_colour,human,0.14549826342506011,0.7243947858472998,1.1052542326049417
timezone_missing & tweet_count_low & tweets_per_day_low,human,0.0667913438418381,0.7242178447276942,1.1049842625206912
link_default & sidebar_default & tweets_per_day_low,human,0.08228693561314454,0.7240244475787494,1.1046891844477658
custom_link_colour & custom_sidebar_colour,human,0.3487576810045418,0.7240155296727676,1.1046755778432942
account_age_days_high & tweet_count_high,human,0.05316590969810313,0.7231104651162791,1.1032946644913715
custom_link_colour & uploaded_image,human,0.36441357200106866,0.7229171083315666,1.102999648004669
account_age_days_high & has_description & has_location,human,0.14437616884851723,0.7222667735899492,1.1020073917932414
custom_link_colour,human,0.36478760352658296,0.7222045911350894,1.1019125161497798
sidebar_default & timezone_missing & uploaded_image,human,0.15410098851188886,0.7220831246870306,1.1017271872262986
text_n_urls_low,human,0.46652417846647076,0.7219879268998594,1.101581938034475
custom_link_colour & custom_sidebar_colour & has_description,human,0.324926529521774,0.7210956954820349,1.1002206050013277
has_description & location_missing & uploaded_image,human,0.15036067325674593,0.720245712823138,1.098923733530493
custom_link_colour & has_description & uploaded_image,human,0.33930002671653753,0.719709849257622,1.0981061331205282
custom_link_colour & has_description,human,0.3395137590168314,0.7194293478260869,1.097678154619698
account_age_days_high & custom_sidebar_colour & has_description,human,0.13678867218808444,0.7193031750491712,1.0974856449572183
account_age_days_high & custom_sidebar_colour & has_location,human,0.12487309644670051,0.7188557366964011,1.0968029604005503
link_default & timezone_missing & uploaded_image,human,0.1576810045418114,0.7178302116273413,1.095238252943559
custom_link_colour & custom_sidebar_colour & has_location,human,0.26994389527117285,0.7178175618073317,1.0952189523254698
sidebar_default & tweets_per_day_low,human,0.08586695164306705,0.717731129968736,1.0950870778872408
location_missing & sidebar_default & tweet_count_low,human,0.05407427197435213,0.7177304964539007,1.0950861112942079
custom_link_colour & has_location & uploaded_image,human,0.28175260486240983,0.7172198041349293,1.0943069162225014
custom_link_colour & has_location,human,0.2820197702377772,0.7171195652173914,1.0941539754641676
sidebar_default & tweet_count_low & uploaded_image,human,0.09799625968474486,0.7169663799843629,1.0939202512153392
location_missing & uploaded_image,human,0.20518300828212663,0.7168191151764046,1.0936955601277036
custom_sidebar_colour & uploaded_image,human,0.39006144803633447,0.7167403043691704,1.093575313571582
link_default & location_missing & tweet_count_low,human,0.05498263425060112,0.7165738161559889,1.093321292137562
has_location & link_default & timezone_missing,human,0.07705049425594443,0.7163437655240934,1.0929702895632976
account_age_days_low & text_n_urls_low & uploaded_image,human,0.0906759283996794,0.7163360067539045,1.0929584515244843
custom_sidebar_colour,human,0.39043547956184876,0.7159514011365863,1.0923716347848698
desc_missing & link_default & uploaded_image,human,0.056585626502805235,0.7145748987854251,1.0902714194333305
custom_link_colour & has_location & tweet_count_high,human,0.0696767298958055,0.7145205479452056,1.0901884929719976
custom_link_colour & has_description & has_location,human,0.26903553299492383,0.7141843971631205,1.0896756067917661
location_missing & tweet_count_low,human,0.07165375367352392,0.7129186602870814,1.087744393222952
custom_sidebar_colour & has_description & uploaded_image,human,0.3632914774245258,0.7127581507495545,1.0874994938266682
uploaded_image,human,0.6501202244189153,0.71239533930558,1.0869459298144408
custom_sidebar_colour & has_description,human,0.36350520972481964,0.7122814364987958,1.0867721412094378
link_default & tweets_per_day_low,human,0.09254608602725087,0.7121710526315789,1.086603721669656
custom_link_colour & custom_sidebar_colour & tweet_count_high,human,0.083248730964467,0.7120658135283363,1.0864431518166326
has_description & sidebar_default & tweets_per_day_low,human,0.060860272508682874,0.7114303560274827,1.0854735947378396
link_default & tweet_count_low & uploaded_image,human,0.10211060646540208,0.7109375,1.084721613606718
custom_sidebar_colour & has_location & uploaded_image,human,0.30093507881378573,0.7105727983850618,1.0841651656429507
custom_link_colour & has_description & tweet_count_high,human,0.08223350253807106,0.7105263157894736,1.0840942442524049
desc_missing & sidebar_default & uploaded_image,human,0.05492920117552765,0.710435383552177,1.0839555032756394
has_location & uploaded_image,human,0.44493721613678866,0.7103736563726326,1.0838613222740763
custom_sidebar_colour & has_location,human,0.3012022441891531,0.7102179664860778,1.083623776519399
has_location & timezone_missing & uploaded_image,human,0.1178199305370024,0.7101449275362319,1.0835123364455064
has_location & sidebar_default & uploaded_image,human,0.14400213732300293,0.7099578503688092,1.0832269011619327
has_description & uploaded_image,human,0.5684210526315789,0.7098625383691445,1.0830814777089957
has_location,human,0.44611274378840504,0.7087436332767403,1.0813742945356428
sidebar_default & tweet_count_low & tweets_per_day_low,human,0.07117285599786267,0.7077577045696068,1.0798700017136957
custom_link_colour & tweet_count_high & uploaded_image,human,0.0855997862676997,0.7075971731448764,1.0796250689227427
desc_missing & location_missing & uploaded_image,human,0.05482233502538071,0.7075862068965517,1.0796083370348089
